accession	locus	organism	mol_type	strain	country	location	continent	collection_date.y	collection_date.m	collection_date.d	host	isolation_source	isolate	length	N	M	F	HN	L	NP	P	D
KJ672537.1	KJ672537	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPP00635/2011	Peru	Piura	SouthAm	2011	6	20	Homo sapiens; sex: F; age: 2Y	NA	NA	15353	100	100	100	100	100	100	100	100
KJ672538.1	KJ672538	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA7452/2009	Peru	Piura	SouthAm	2009	5	14	Homo sapiens; sex: F; age: 38Y	NA	NA	15353	100	100	100	100	100	100	100	100
KJ672539.1	KJ672539	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLU8586/2007	Peru	Iquitos	SouthAm	2007	9	17	Homo sapiens; sex: F; age: <1Y	NA	NA	15071	100	100	100	100	97.13737642	99.87080103	100	100
KJ672540.1	KJ672540	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA7653/2009	Peru	Lima	SouthAm	2009	5	25	Homo sapiens; sex: F; age: 1Y	NA	NA	14996	100	100	100	100	46.06087735	99.87080103	100	100
KJ672541.1	KJ672541	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLI3293/2010	Peru	Piura	SouthAm	2010	8	31	Homo sapiens; sex: M; age: 1Y	NA	NA	15353	100	100	100	100	100	99.87080103	100	100
KJ672542.1	KJ672542	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/CFI0090/2009	Peru	Iquitos	SouthAm	2009	9	21	Homo sapiens; sex: M; age: 2Y	NA	NA	15150	100	100	100	100	98.65722296	100	100	100
KJ672544.1	KJ672544	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLE8638/2010	Peru	Piura	SouthAm	2010	3	9	Homo sapiens; sex: F; age: 2Y	NA	NA	15220	99.6124031	100	100	100	77.27608086	99.6124031	52.81456954	62.67857143
KJ672545.1	KJ672545	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA7749/2009	Peru	Piura	SouthAm	2009	5	20	Homo sapiens; sex: F; age: 1Y	NA	NA	15202	100	100	100	100	99.07038513	99.87080103	100	100
KJ672546.1	KJ672546	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLU8917/2007	Peru	Iquitos	SouthAm	2007	10	15	Homo sapiens; sex: M; age: 1Y	NA	NA	15319	100	100	100	100	100	99.87080103	100	100
KJ672547.1	KJ672547	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA4275/2008	Peru	Piura	SouthAm	2008	10	2	Homo sapiens; sex: M; age: 2Y	NA	NA	15295	100	100	100	100	100	100	100	100
KJ672549.1	KJ672549	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPP00584/2011	Peru	Piura	SouthAm	2011	5	31	Homo sapiens; sex: F; age: 5M	NA	NA	15353	100	100	100	100	100	100	100	100
KJ672552.1	KJ672552	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA7771/2009	Peru	Piura	SouthAm	2009	5	25	Homo sapiens; sex: M; age: 7M	NA	NA	15220	100	100	100	100	99.33598938	100	100	100
KJ672553.1	KJ672553	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPI02674/2011	Peru	Iquitos	SouthAm	2011	10	28	Homo sapiens; sex: F; age: 3Y	NA	NA	15353	100	100	100	100	100	100	100	100
KJ672554.1	KJ672554	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPP00404/2011	Peru	Piura	SouthAm	2011	4	6	Homo sapiens; sex: M; age: 1Y	NA	NA	15353	100	100	100	100	100	99.87080103	100	100
KJ672555.1	KJ672555	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLE9753/2010	Peru	Callao	SouthAm	2010	5	18	Homo sapiens; sex: F; age: 6Y	NA	NA	15158	98.90180879	100	100	100	99.05562933	98.77260982	100	100
KJ672556.1	KJ672556	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA4224/2008	Peru	Piura	SouthAm	2008	9	4	Homo sapiens; sex: M; age: 9M	NA	NA	15335	100	100	100	100	100	99.87080103	100	100
KJ672557.1	KJ672557	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPP00625/2011	Peru	Piura	SouthAm	2011	6	17	Homo sapiens; sex: F; age: 4M	NA	NA	15353	100	100	100	100	100	99.87080103	100	100
KJ672558.1	KJ672558	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA8253/2009	Peru	Piura	SouthAm	2009	6	4	Homo sapiens; sex: M; age: 1Y	NA	NA	15290	100	100	100	100	100	99.87080103	100	100
KJ672559.1	KJ672559	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/CFI1004/2010	Peru	Iquitos	SouthAm	2010	10	7	Homo sapiens; sex: F; age: 19Y	NA	NA	15353	100	100	100	100	100	100	100	100
KJ672560.1	KJ672560	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA5162/2009	Peru	Piura	SouthAm	2009	1	5	Homo sapiens; sex: F; age: 3Y	NA	NA	15347	100	100	100	100	100	100	100	100
KJ672562.1	KJ672562	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA6503/2009	Peru	Iquitos	SouthAm	2009	3	25	Homo sapiens; sex: M; age: 4M	NA	NA	15051	100	100	100	100	58.9674724	100	100	100
KJ672563.1	KJ672563	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLI2131/2010	Peru	Piura	SouthAm	2010	7	19	Homo sapiens; sex: F; age: 1Y	NA	NA	13321	96.51162791	91.14877589	91.54320988	100	24.49461414	96.51162791	39.02708679	63.03571429
KJ672564.1	KJ672564	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLE6163/2009	Peru	Piura	SouthAm	2009	10	26	Homo sapiens; sex: F; age: 6M	NA	NA	15021	83.59173127	99.90583804	100	100	100	83.59173127	38.97180763	62.94642857
KJ672565.1	KJ672565	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLU7204/2007	Peru	Lima	SouthAm	2007	7	9	Homo sapiens; sex: F; age: 4M	NA	NA	15331	100	100	100	100	100	99.87080103	100	100
KJ672566.1	KJ672566	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLI1374/2010	Peru	Piura	SouthAm	2010	6	1	Homo sapiens; sex: M; age: 2Y	NA	NA	15256	99.67700258	100	100	100	100	99.67700258	100	100
KJ672567.1	KJ672567	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLE8169/2010	Peru	Callao	SouthAm	2010	3	1	Homo sapiens; sex: F; age: 1Y	NA	NA	15105	98.32041344	100	100	100	98.43588609	98.32041344	55.07726269	62.94642857
KJ672568.1	KJ672568	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLI3275/2010	Peru	Piura	SouthAm	2010	8	20	Homo sapiens; sex: M; age: 1Y	NA	NA	15324	100	100	100	100	100	100	100	100
KJ672569.1	KJ672569	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/CFI1376/2011	Peru	Iquitos	SouthAm	2011	6	21	Homo sapiens; sex: M; age: 1Y	NA	NA	15062	100	88.98305085	98.39506173	100	97.0045743	100	100	100
KJ672570.1	KJ672570	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLI1375/2010	Peru	Piura	SouthAm	2010	6	2	Homo sapiens; sex: F; age: 3Y	NA	NA	14995	96.70542636	99.90583804	93.64197531	100	25.05533422	96.70542636	38.47429519	62.14285714
KJ672572.1	KJ672572	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA5976/2009	Peru	Iquitos	SouthAm	2009	1	28	Homo sapiens; sex: M; age: 1Y	NA	NA	15142	100	100	100	100	98.18503763	99.87080103	100	100
KJ672573.1	KJ672573	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA4876/2008	Peru	Lima	SouthAm	2008	12	10	Homo sapiens; sex: M; age: 1Y	NA	NA	15353	100	100	100	100	100	99.87080103	100	100
KJ672574.1	KJ672574	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPP00066/2010	Peru	Piura	SouthAm	2010	12	9	Homo sapiens; sex: M; age: 3Y	NA	NA	15353	100	100	100	100	100	100	100	100
KJ672575.1	KJ672575	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPP00525/2011	Peru	Piura	SouthAm	2011	5	12	Homo sapiens; sex: M; age: 9M	NA	NA	15353	100	100	100	100	100	100	100	100
KJ672576.1	KJ672576	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLU8361/2007	Peru	Piura	SouthAm	2007	9	23	Homo sapiens; sex: M; age: 1Y	NA	NA	15277	100	100	100	100	100	100	100	100
KJ672578.1	KJ672578	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/CFI0033/2009	Peru	Iquitos	SouthAm	2009	11	13	Homo sapiens; sex: F; age: 30Y	NA	NA	15143	99.74160207	100	100	100	98.67197875	99.74160207	55.07726269	62.94642857
KJ672579.1	KJ672579	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLI4230/2010	Peru	Piura	SouthAm	2010	9	16	Homo sapiens; sex: M; age: 24Y	NA	NA	15290	100	100	100	100	100	100	100	100
KJ672580.1	KJ672580	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLI1399/2010	Peru	Piura	SouthAm	2010	5	31	Homo sapiens; sex: F; age: 19Y	NA	NA	15260	99.87080103	100	100	100	100	99.87080103	100	100
KJ672581.1	KJ672581	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPP00543/2011	Peru	Piura	SouthAm	2011	5	17	Homo sapiens; sex: F; age: 10M	NA	NA	15353	100	100	100	100	100	99.87080103	100	100
KJ672582.1	KJ672582	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPP00352/2011	Peru	Piura	SouthAm	2011	3	25	Homo sapiens; sex: F; age: 3Y	NA	NA	15353	100	100	100	100	100	100	100	100
KJ672583.1	KJ672583	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPP01224/2012	Peru	Piura	SouthAm	2012	1	27	Homo sapiens; sex: F; age: 4Y	NA	NA	15353	100	100	100	100	100	99.87080103	100	100
KJ672584.1	KJ672584	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/CFI1587/2012	Peru	Iquitos	SouthAm	2012	1	11	Homo sapiens; sex: F; age: 1Y	NA	NA	15353	100	100	100	100	100	100	100	100
KJ672585.1	KJ672585	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPP01265/2012	Peru	Piura	SouthAm	2012	2	13	Homo sapiens; sex: M; age: 1Y	NA	NA	15353	100	100	100	100	100	100	100	100
KJ672586.1	KJ672586	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLI3288/2010	Peru	Piura	SouthAm	2010	8	27	Homo sapiens; sex: M; age: 1Y	NA	NA	15353	100	100	100	100	100	100	100	100
KJ672587.1	KJ672587	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPP00367/2011	Peru	Piura	SouthAm	2011	3	28	Homo sapiens; sex: M; age: 2Y	NA	NA	15277	100	100	100	100	100	100	100	100
KJ672588.1	KJ672588	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA5350/2009	Peru	Piura	SouthAm	2009	1	18	Homo sapiens; sex: M; age: 2Y	NA	NA	15232	100	100	100	100	99.51305888	99.87080103	100	100
KJ672589.1	KJ672589	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLI2129/2010	Peru	Piura	SouthAm	2010	7	19	Homo sapiens; sex: M; age: 10M	NA	NA	14974	90.82687339	99.81167608	100	100	93.53924202	90.82687339	37.31343284	60.26785714
KJ672590.1	KJ672590	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/CFI0241/2010	Peru	Iquitos	SouthAm	2010	1	21	Homo sapiens; sex: F; age: 11Y	NA	NA	15063	97.35142119	100	100	100	98.03747971	97.35142119	54.52538631	62.23214286
KJ672591.1	KJ672591	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/CFI1377/2011	Peru	Iquitos	SouthAm	2011	6	21	Homo sapiens; sex: F; age: 3Y	NA	NA	15335	100	100	100	100	100	99.87080103	100	100
KJ672593.1	KJ672593	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA7790/2009	Peru	Piura	SouthAm	2009	6	1	Homo sapiens; sex: M; age: 8Y	NA	NA	15170	100	100	100	100	98.59819979	100	100	100
KJ672594.1	KJ672594	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA6722/2009	Peru	Piura	SouthAm	2009	4	11	Homo sapiens; sex: F; age: 4Y	NA	NA	14552	100	100	100	100	41.02110078	99.87080103	100	100
KJ672595.1	KJ672595	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPP01362/2012	Peru	Piura	SouthAm	2012	3	12	Homo sapiens; sex: M; age: 8M	NA	NA	15310	100	100	100	100	100	100	100	100
KJ672596.1	KJ672596	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLU7236/2007	Peru	Piura	SouthAm	2007	7	9	Homo sapiens; sex: F; age: 2Y	NA	NA	15303	100	100	100	100	100	100	100	100
KJ672598.1	KJ672598	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLI1585/2010	Peru	Callao	SouthAm	2010	6	23	Homo sapiens; sex: F; age: 42Y	NA	NA	15207	96.44702842	100	100	100	100	96.44702842	45.38419016	62.67857143
KJ672599.1	KJ672599	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLE9271/2010	Peru	Iquitos	SouthAm	2010	3	29	Homo sapiens; sex: F; age: 7Y	NA	NA	15296	99.93540052	100	100	100	100	99.93540052	58.2781457	63.21428571
KJ672601.1	KJ672601	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA4815/2008	Peru	Piura	SouthAm	2008	11	30	Homo sapiens; sex: F; age: 1Y	NA	NA	15298	100	100	100	100	100	99.87080103	100	100
KJ672602.1	KJ672602	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLE7202/2009	Peru	Piura	SouthAm	2009	11	20	Homo sapiens; sex: M; age: 1Y	NA	NA	11281	100	100	100	100	41.56706507	100	100	100
KJ672603.1	KJ672603	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA5080/2008	Peru	Piura	SouthAm	2008	12	18	Homo sapiens; sex: F; age: 3Y	NA	NA	14762	100	100	100	100	92.5778368	100	100	100
KJ672604.1	KJ672604	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLU8889/2007	Peru	Piura	SouthAm	2007	10	26	Homo sapiens; sex: M; age: 1Y	NA	NA	15353	100	100	100	100	100	100	100	100
KJ672605.1	KJ672605	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLE4204/2009	Peru	Iquitos	SouthAm	2009	9	4	Homo sapiens; sex: M; age: 8Y	NA	NA	15266	100	100	100	100	100	100	100	100
KJ672606.1	KJ672606	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLU8652/2007	Peru	Piura	SouthAm	2007	10	2	Homo sapiens; sex: F; age: 6M	NA	NA	15331	100	100	100	100	100	99.87080103	100	100
KJ672607.1	KJ672607	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLU8364/2007	Peru	Piura	SouthAm	2007	9	23	Homo sapiens; sex: F; age: 11M	NA	NA	15220	100	100	100	100	99.33598938	100	100	100
KJ672608.1	KJ672608	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/CFI0242/2010	Peru	Iquitos	SouthAm	2010	1	26	Homo sapiens; sex: F; age: 69Y	NA	NA	15240	99.93540052	100	100	100	100	99.93540052	100	100
KJ672609.1	KJ672609	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLE8246/2010	Peru	Piura	SouthAm	2010	2	5	Homo sapiens; sex: M; age: 7M	NA	NA	15269	99.6124031	100	100	100	100	99.6124031	100	100
KJ672610.1	KJ672610	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLU8594/2007	Peru	Iquitos	SouthAm	2007	9	27	Homo sapiens; sex: M; age: 1Y	NA	NA	15267	100	100	100	100	100	100	100	100
KJ672611.1	KJ672611	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLE9483/2010	Peru	Piura	SouthAm	2010	4	23	Homo sapiens; sex: M; age: 4Y	NA	NA	14879	91.02067183	100	100	100	87.75269293	91.02067183	76.28524046	100
KJ672612.1	KJ672612	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLU8666/2007	Peru	Piura	SouthAm	2007	10	6	Homo sapiens; sex: F; age: 6Y	NA	NA	15290	100	100	100	100	100	100	100	100
KJ672613.1	KJ672613	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/CFI1036/2010	Peru	Iquitos	SouthAm	2010	10	15	Homo sapiens; sex: M; age: 1Y	NA	NA	15353	100	100	100	100	100	99.87080103	100	100
KJ672614.1	KJ672614	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FPI02659/2011	Peru	Iquitos	SouthAm	2011	10	27	Homo sapiens; sex: F; age: 1Y	NA	NA	15353	100	100	100	100	100	100	100	100
KJ672615.1	KJ672615	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLA3621/2008	Peru	Piura	SouthAm	2008	8	12	Homo sapiens; sex: M; age: 9M	NA	NA	15319	100	100	100	100	100	99.87080103	100	100
KJ672616.1	KJ672616	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLU8925/2007	Peru	Iquitos	SouthAm	2007	10	17	Homo sapiens; sex: M; age: 2Y	NA	NA	15335	100	100	100	100	100	99.87080103	100	100
KJ672617.1	KJ672617	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/FLE3936/2009	Peru	Iquitos	SouthAm	2009	8	12	Homo sapiens; sex: F; age: 5Y	NA	NA	15255	100	100	100	100	100	100	57.00883002	63.21428571
KJ672618.1	KJ672618	Human respirovirus 3	viral cRNA	HPIV3/Homo sapiens/PER/CFI1849/2012	Peru	Iquitos	SouthAm	2012	5	14	Homo sapiens; sex: F; age: 1Y	NA	NA	15266	100	100	100	100	100	99.87080103	100	100
KM190938.1	KM190938	Human respirovirus 3	viral cRNA	NA	Thailand	NA	Asia	2012	2	21	Homo sapiens	NA	VIROAF11	15440	100	100	100	100	100	100	100	100
KP690739.1	KP690739	Human respirovirus 3	viral cRNA	11-s-45	China	NA	Asia	2011	4	25	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690740.1	KP690740	Human respirovirus 3	viral cRNA	11-s-97	China	NA	Asia	2011	5	27	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690741.1	KP690741	Human respirovirus 3	viral cRNA	12-s-116	China	NA	Asia	2011	4	18	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690742.1	KP690742	Human respirovirus 3	viral cRNA	11-s-133	China	NA	Asia	2011	7	22	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690743.1	KP690743	Human respirovirus 3	viral cRNA	11-s-134	China	NA	Asia	2011	7	26	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690744.1	KP690744	Human respirovirus 3	viral cRNA	11-s-135	China	NA	Asia	2011	7	26	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690745.1	KP690745	Human respirovirus 3	viral cRNA	11-s-39	China	NA	Asia	2011	4	19	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690746.1	KP690746	Human respirovirus 3	viral cRNA	11-s-41	China	NA	Asia	2011	4	25	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690747.1	KP690747	Human respirovirus 3	viral cRNA	11-s-63	China	NA	Asia	2011	5	4	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690748.1	KP690748	Human respirovirus 3	viral cRNA	12-s-104	China	NA	Asia	2012	5	2	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690749.1	KP690749	Human respirovirus 3	viral cRNA	12-s-133	China	NA	Asia	2012	5	3	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690750.1	KP690750	Human respirovirus 3	viral cRNA	12-s-134	China	NA	Asia	2012	5	3	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690751.1	KP690751	Human respirovirus 3	viral cRNA	12-s-135	China	NA	Asia	2012	5	3	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690752.1	KP690752	Human respirovirus 3	viral cRNA	12-s-136	China	NA	Asia	2012	5	9	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690753.1	KP690753	Human respirovirus 3	viral cRNA	12-s-137	China	NA	Asia	2012	5	15	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690754.1	KP690754	Human respirovirus 3	viral cRNA	12-s-139	China	NA	Asia	2012	5	10	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690755.1	KP690755	Human respirovirus 3	viral cRNA	12-s-202	China	NA	Asia	2012	8	10	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690756.1	KP690756	Human respirovirus 3	viral cRNA	12-s-207	China	NA	Asia	2012	8	9	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690757.1	KP690757	Human respirovirus 3	viral cRNA	12-s-221	China	NA	Asia	2012	8	29	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690758.1	KP690758	Human respirovirus 3	viral cRNA	12-s-225	China	NA	Asia	2012	8	26	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690759.1	KP690759	Human respirovirus 3	viral cRNA	12-s-227	China	NA	Asia	2012	8	27	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690760.1	KP690760	Human respirovirus 3	viral cRNA	12-s-232	China	NA	Asia	2012	8	30	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690761.1	KP690761	Human respirovirus 3	viral cRNA	12-s-233	China	NA	Asia	2012	8	31	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690762.1	KP690762	Human respirovirus 3	viral cRNA	12-s-239	China	NA	Asia	2012	9	19	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690763.1	KP690763	Human respirovirus 3	viral cRNA	12-s-244	China	NA	Asia	2012	9	20	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690764.1	KP690764	Human respirovirus 3	viral cRNA	12-s-251	China	NA	Asia	2012	10	11	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690765.1	KP690765	Human respirovirus 3	viral cRNA	12-s-256	China	NA	Asia	2012	10	30	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690766.1	KP690766	Human respirovirus 3	viral cRNA	12-s-264	China	NA	Asia	2012	11	5	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690767.1	KP690767	Human respirovirus 3	viral cRNA	12-s-309	China	NA	Asia	2012	12	22	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690768.1	KP690768	Human respirovirus 3	viral cRNA	13-s-3	China	NA	Asia	2012	12	27	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690769.1	KP690769	Human respirovirus 3	viral cRNA	13-s-7	China	NA	Asia	2013	1	4	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690770.1	KP690770	Human respirovirus 3	viral cRNA	13-s-16	China	NA	Asia	2013	1	9	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690771.1	KP690771	Human respirovirus 3	viral cRNA	13-s-23	China	NA	Asia	2013	1	21	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690772.1	KP690772	Human respirovirus 3	viral cRNA	13-s-56	China	NA	Asia	2013	3	17	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690773.1	KP690773	Human respirovirus 3	viral cRNA	12-s-169	China	NA	Asia	2012	7	18	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690774.1	KP690774	Human respirovirus 3	viral cRNA	12-s-180	China	NA	Asia	2012	7	26	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690775.1	KP690775	Human respirovirus 3	viral cRNA	12-s-182	China	NA	Asia	2012	7	27	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690776.1	KP690776	Human respirovirus 3	viral cRNA	12-s-192	China	NA	Asia	2012	8	5	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690777.1	KP690777	Human respirovirus 3	viral cRNA	12-s-197	China	NA	Asia	2012	8	4	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690778.1	KP690778	Human respirovirus 3	viral cRNA	10-s-77	China	NA	Asia	2009	12	26	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690779.1	KP690779	Human respirovirus 3	viral cRNA	10-s-84	China	NA	Asia	2009	12	28	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690780.1	KP690780	Human respirovirus 3	viral cRNA	10-s-88	China	NA	Asia	2009	12	28	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690781.1	KP690781	Human respirovirus 3	viral cRNA	11-s-32	China	NA	Asia	2011	4	14	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690782.1	KP690782	Human respirovirus 3	viral cRNA	11-s-48	China	NA	Asia	2011	4	27	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690783.1	KP690783	Human respirovirus 3	viral cRNA	11-s-83	China	NA	Asia	2011	5	13	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690784.1	KP690784	Human respirovirus 3	viral cRNA	11-s-139	China	NA	Asia	2011	7	23	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690785.1	KP690785	Human respirovirus 3	viral cRNA	11-s-165	China	NA	Asia	2011	8	8	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690786.1	KP690786	Human respirovirus 3	viral cRNA	11-s-56	China	NA	Asia	2011	5	3	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690787.1	KP690787	Human respirovirus 3	viral cRNA	11-s-62	China	NA	Asia	2011	5	4	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690788.1	KP690788	Human respirovirus 3	viral cRNA	12-s-108	China	NA	Asia	2012	4	3	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690789.1	KP690789	Human respirovirus 3	viral cRNA	12-s-112	China	NA	Asia	2012	4	9	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690790.1	KP690790	Human respirovirus 3	viral cRNA	12-s-276	China	NA	Asia	2012	11	16	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690791.1	KP690791	Human respirovirus 3	viral cRNA	13-s-42	China	NA	Asia	2013	2	25	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
